E.,Sigle,Site.,SiteName,LatDD,LonDD,Elevation,PolDiv1,Name,Responsible,Age model,Use,Upper depth,Lower depth
1,ADANGE,1,Adange,43.31,41.33,1750,GEO,Georgia,Basil,2,Y,,
2,AGE,2,Agerods Mosse,55.83,13.42,58,SWE,Sweden,Thomas,2,Y,,
3,AHL5,3,Ahlenmoor,53.7,8.73,2,DEU,Germany,Thomas,2,Y,,
4,AKUV,4,Akuvaara,69.13,27.68,170,FIN,Finland,Thomas,2,Y,,
5,AMTKEL,5,Amtkel,43.27,41.31,1830,GEO,Georgia,Basil,1,Y,,
6,ARTSLOUG,6,Arts Lough,52.95,-6.43,490,IRL,Ireland,Thomas,2,Y,,80
7,BALLIN,7,Ballinloghig Lake,52.2,-10.31,84,IRL,Ireland,Thomas,2,Y,,
8,BALLYBET,8,Ballybetagh,53.17,-6.25,250,IRL,Ireland,Thomas,2,Y,,
9,BRUVAT,9,Bruvatnet,70.18,28.42,119,NOR,Norway,Thomas,2,Y,,
10,CARNINO,10,Selle di Carnino,44.15,7.69,1905,ITA,Italy,Walter,2,Y,35,435
11,CHABADA2,11,Chabada Lake,61.98,129.37,290,RUS,Russia,Thomas,1,Y,,
12,CHERNIH,12,Chernikhovo,53.42,26.43,168,BLR,Belarus,,2,Y,,
13,CHIVRES,13,Le Marais St Boetien,49.62,3.82,71.62,FRA,France,Simon,2,Y,,
14,CS-4,14,Voros-mocsar,46.48,19.19,91,HUN,Hungary,Walter/Basil,1,Y,,
15,CTAR,15,Starniki,50.27,26.02,198,UKR,Ukraine,Thomas,2,Y,,
16,DERPUT,16,Derput,57.03,124.12,700,RUS,Russia,Thomas,1,Y,,
17,DOMSV,17,Domsvatnet,70.32,31.03,120,NOR,Norway,Thomas,2,Y,,
18,AVRIG1,18,Avrig,45.72,24.38,400,ROU,Romania,Basil,1,Y,,
19,EDESSA,19,Edessa,40.82,21.95,350,GRC,Greece,Basil,1,Y,,
20,GAGRA,20,Gagra,43.28,40.27,4,GEO,Georgia,Basil,1,Y,,
21,GELMT,21,Gel'myazevskoye,49.67,31.83,120,UKR,Ukraine,Thomas,2,Y,,360
22,GRASVATN,22,Grasvatn,63.7,8.7,45,NOR,Norway,Thomas,2,N,,
23,IVAN3,23,Ivanovskoye Peat Bog,56.82,38.77,141,RUS,Russia,Thomas,1,Y,,
24,KALSA,24,Kalsa Mire,58.17,27.45,38,EST,Estonia,Thomas,1,Y,,
25,KAMEN,25,Kamenicky,49.73,15.97,624,CZE,Czech Republic,Walter/Basil,2,Y,0,127.5
26,KANSJON,26,Kansjon,57.63,14.53,308,SWE,Sweden,Thomas,2,Y,,460
27,KARASYE,27,Karas'e Lake,53.03,70.22,435,KAZ,Kazakhstan,,1,Y,,
28,AVRIG2,18,Avrig,45.72,24.38,400,ROU,Romania,Basil,2,Y,,
30,KHOMUST,30,Khomustakh Lake,63.82,121.62,120,RUS,Russia,Thomas,1,Y,,
31,KIRIKU,31,Kirikumae,57.67,27.25,183,EST,Estonia,Thomas,2,Y,,720
32,KOTYRKOL,32,Kotyrkol' Peat Bog,52.97,70.42,439,KAZ,Kazakhstan,,1,Y,,
33,LAGOAJO,33,Lago de Ajo,43.05,-6.15,1570,ESP,Spain,Basil,1,Y,,
34,MADJAGA,34,Lake Madjagara,64.83,120.97,160,RUS,Russia,Thomas,1,Y,,
35,MOHOS1,28,Mohos,46.08,25.92,1050,ROU,Romania,Basil,1,Y,,
36,MOHOS2,28,Mohos,46.08,25.92,1050,ROU,Romania,Basil,1,Y,,
37,BARHEIA,35,Barheivatn,69.7,19.85,317,NOR,Norway,Thomas,2,Y,,
38,BRURSKAR,36,Brurskardtjorni,61.42,8.67,1309,NOR,Norway,Thomas,2,Y,,
39,DALMUT,37,Dalmutladdo,69.17,20.72,355,NOR,Norway,Thomas,2,Y,,
40,OZERKI,40,Ozerki,50.42,80.47,228.51,KAZ,Kazakhstan,,1,Y,,
41,PASHENN,41,Pashennoe,49.37,75.4,871,KAZ,Kazakhstan,,1,Y,,
42,PURTAZ,42,Pur-Taz Peatland,66.7,79.73,50,RUS,Russia,Thomas,1,Y,,
44,SANABRIA,44,Sanabria Marsh,42.1,-6.73,1050,ESP,Spain,Basil,1,Y,,
45,SUOLLAKH,45,Suollakh,57.05,123.85,827,RUS,Russia,Thomas,1,Y,,
46,SVERDRUP,46,Sverdrup,74.5,79.5,7,RUS,Russia,Thomas,1,Y,,
47,A159,47,Black Sea (Southwest 1),42.18,28.92,0,BGR,Bulgaria,Basil,1,Y,,
52,AF1970,52,Abernethy Forest,56.23,-3.72,221,GBR,United Kingdom,Thomas,1,N,,
53,AF1974,52,Abernethy Forest,56.23,-3.72,221,GBR,United Kingdom,Thomas,2,Y,,
54,AHOLAMMI,53,Aholami,61.88,25.22,114,FIN,Finland,Thomas,1,Y,,1180
56,ALGENDAR,55,Algendar,39.94,3.96,21,ESP,Spain,Basil,1,Y,,
57,ALLOS,56,Plan du Laus,44.24,6.7,2121,FRA,France,Simon,2,Y,,
58,ALSA,57,Alsa,43.12,-4.02,560,ESP,Spain,Basil,1,Y,,
59,AMBY86,58,Hires sur Amby,45.790833,5.283333,410,FRA,France,Simon,2,Y,,
60,AMPOIX,59,Ampoix,45.63,2.93,1015,FRA,France,Simon,1,Y,,
62,AMSOPO2,60,Amsoldingersee,46.73,7.58,641,CHE,Switzerland,Walter,2,Y,780,860
63,AMSOPO3,60,Amsoldingersee,46.73,7.58,641,CHE,Switzerland,Walter,2,Y,250,1200
64,AMTKEL1,61,Amtkel 1,43.28,41.29,1860,GEO,Georgia,Basil,1,Y,,
65,AMTKEL2,62,Amtkel 2,43.29,41.28,1850,GEO,Georgia,Basil,1,Y,,
66,AMTKEL3,63,Amtkel 3,43.27,41.29,1860,GEO,Georgia,Basil,1,Y,,
67,ANFSHEIL,64,Allt na Feithe Sheilich,57.32,-3.9,595,GBR,United Kingdom,Thomas,1,Y,,200
68,ANTAS,65,Antas,37.21,-1.82,0,ESP,Spain,Basil,1,Y,,
69,ANTU,66,Antu Sinijarv,59.13,26.33,95,EST,Estonia,Thomas,2,Y,,
70,AR1,67,Arkutino Lake,42.37,27.73,0,BGR,Bulgaria,Basil,1,Y,,
71,AR2,67,Arkutino Lake,42.37,27.73,0,BGR,Bulgaria,Basil,1,Y,,
74,ARONDE,70,Aronde,49.46,2.69,50,FRA,France,Simon,1,Y,,
76,ARS1,72,Lake Varna (Arsenala),43.2,27.83,0,BGR,Bulgaria,Basil,1,Y,,
77,ASBOTOR,73,Asbotorpsjan,58.42,13.83,280,SWE,Sweden,Thomas,2,Y,,
79,ATW,75,Altenweiher,48.013333,6.994444,926,FRA,France,Simon,1,Y,,
80,ATXURI01,76,Atxuri,43.25,-1.55,500,ESP,Spain,Basil,1,Y,,
81,AUNEAU,77,Auneau,48.46,1.79,127,FRA,France,Simon,1,Y,,
83,BABOZ1,79,Babozero,66.375,37.516667,138,RUS,Russia,Thomas,2,Y,,
84,BADENTAR,80,Badentarbat,58.04,-5.37,41.45,GBR,United Kingdom,Thomas,1,N,,
85,BAIDARA,81,Baidara,68.85,66.9,30,RUS,Russia,Thomas,1,Y,,
87,BASVILLE,83,Basse-Ville,47.19,-1.86,1,FRA,France,Simon,1,Y,,
89,BEBR5,85,Bebrukas Lake,54.09,24.12,149,LTU,Lithuania,Thomas,2,Y,,880
97,BELATE01,91,Puerto de Belate,43.03,-2.05,847,ESP,Spain,Basil,1,Y,,
98,BELATE05,91,Puerto de Belate,43.03,-2.05,847,ESP,Spain,Basil,1,Y,,
99,BELL,92,Bellefontaine,46.58,6.09,1093,FRA,France,Simon,2,Y,,
100,BELLE,93,Belle Lake,52.18,-7.03,33,IRL,Ireland,Thomas,2,Y,,
101,BEMUNO,94,Bois des Amerois,49.74,5.13,415,BEL,Belgium,Thomas,1,N,,
110,BERGAKYL,96,Bergakyllen,57.17,16.15,73,SWE,Sweden,Thomas,2,Y,,9400
113,BESBOG,99,Besbog,41.75,23.67,2240,BGR,Bulgaria,Basil,1,Y,,
114,BEYSEHIR,100,Beysehir Golu I,37.54,31.5,1120,TUR,Turkey,Basil,1,Y,,
115,BEZDON,101,Bezdonnoe,62.03,32.77,121,RUS,Russia,Thomas,2,Y,,
116,BEZYMIAN,102,Bezymiannoe,54.22,30,190,BLR,Belarus,,1,Y,,235
117,BIOT,103,Biot,43.8,7.1,896.5,FRA,France,Simon,1,Y,,
118,BJARHG,104,Bj_è_rsj_è_holmssj_è_n,55.45,13.78,50,SWE,Sweden,Thomas,1,Y,,
121,BJORKSJO,107,Bjorksjodamm,57.71,12.39,87,SWE,Sweden,Thomas,2,Y,,
122,BLATO1,108,Blato,49.04,15.19,645,CZE,Czech Republic,Walter/Basil,2,Y,0,295
124,BLAVASS,109,Blavasstjonn,64.92,11.67,92,NOR,Norway,Thomas,2,Y,,
125,BLEDOWO3,110,Bledowo Lake,52.55,20.67,78,POL,Poland,Thomas,2,Y,,
127,BLKLOCH4,111,Black Loch,56.32,-3.19,90,GBR,United Kingdom,Thomas,1,N,,
128,BLOMOY,112,Blomoy,60.53,4.88,36,NOR,Norway,Thomas,2,Y,200,
129,BLUS,113,Blusovie,43.68,41.16,2884,RUS,Russia,Thomas,1,N,,
132,BOGUDA,116,Lake Boguda,63.67,123.25,120,RUS,Russia,Thomas,1,Y,,
133,BOHNIGSE,117,Boehnigsee Goldmoos,46.26,7.84,1919.81,CHE,Switzerland,Walter,2,Y,0,603
136,BOUARA,119,Bouara,35.23,41.18,208.02,SYR,Syrian Arab Republic,,1,Y,,
138,BRASPART,121,Saint Michel de Braspart,48.42,-3.67,179.71,FRA,France,Simon,1,Y,,
139,BREDCOUN,122,Brede Bridge,50.93,-0.6,190,GBR,United Kingdom,Thomas,1,Y,,
142,BUGRIST,125,Bugristoe,58.25,85.17,100,RUS,Russia,Thomas,1,Y,,
152,BUTTER,127,Butter Mountain,54.17,-6.03,458,GBR,United Kingdom,Thomas,2,Y,,
155,CAM-LG,130,Cam Loch,58.08,-5,130,GBR,United Kingdom,Thomas,2,Y,,
156,CAM-PG,130,Cam Loch,58.08,-5,130,GBR,United Kingdom,Thomas,1,Y,,
157,CARRIV,131,Carrivmoragh,54.32,-5.98,260,GBR,United Kingdom,Thomas,2,Y,,140
158,CAUDELAI,132,La Caudelais,47.26,-1.78,1,FRA,France,Simon,1,Y,,
159,CERGOWA,134,Cergowa Gora,49.53,21.7,495,POL,Poland,Thomas,2,Y,,
160,CHABADA1,11,Chabada Lake,61.98,129.37,290,RUS,Russia,Thomas,1,Y,,
171,CHISTIC,143,Chistic,57.34,33,205,RUS,Russia,Thomas,2,Y,,
173,CHROISGP,145,Loch a'Chroisg,57.57,-5.33,176.79,GBR,United Kingdom,Thomas,1,Y,300,
175,CLAP69,147,Clapeyret,44.15,7.24,2260,FRA,France,Simon,2,Y,,
176,CLATTERI,148,Clatteringshaws Loch,55.07,-4.28,210,GBR,United Kingdom,Thomas,1,Y,,
178,COIREBOG,150,Coire Bog,57.85,-4.42,259,GBR,United Kingdom,Thomas,1,Y,75,
179,COLFIORI,151,Colfiorito,43.03,12.93,752,ITA,Italy,Walter,1,Y,90,440
180,COOL69B,152,Coolteen,52.35,-6.6,50,IRL,Ireland,Thomas,1,Y,,
181,COOL71A,152,Coolteen,52.35,-6.6,50,IRL,Ireland,Thomas,1,N,,
182,COORAN,153,Cooran Lane,55.12,-4.4,274,GBR,United Kingdom,Thomas,2,Y,,
184,CPORTER,155,Cala'n Porter,39.87,4.13,24,ESP,Spain,Basil,1,Y,,
185,CRAGGIE,156,Loch Craggie,58,-4.84,154,GBR,United Kingdom,Thomas,1,Y,,
186,CREGGAN,157,Cregganmore,54.25,-9.6,60,IRL,Ireland,Thomas,1,Y,320,
188,CROOB,159,Slieve Croob,54.33,-5.98,462,GBR,United Kingdom,Thomas,2,Y,,
189,CUETOAV,160,Cueto de la Avellanosa,43.12,-4.36,1320,ESP,Spain,Basil,1,Y,,
191,CZAJKOW1,162,Czajkow,50.78,21.28,206,POL,Poland,Thomas,1,N,,
192,CZAJKOW2,162,Czajkow,50.78,21.28,206,POL,Poland,Thomas,1,N,,
193,CZAJKOW4,162,Czajkow,50.78,21.28,206,POL,Poland,Thomas,1,N,,
195,DAGSMOO,164,Dags Mosse,58.33,14.7,260,SWE,Sweden,Thomas,2,Y,,
196,DALLICAN,165,Dallican Water,60.391667,-1.1,56,GBR,United Kingdom,Thomas,2,Y,,
200,DERRYC,169,Derrycunihy,52.02,-9.42,60,IRL,Ireland,Thomas,2,Y,,
201,DLINNOE,170,Dlinnoe,62.32,33.85,66,RUS,Russia,Thomas,2,Y,,775
202,DOLG2-3,171,Dolgoe,55.23,28.18,173,BLR,Belarus,,1,Y,,
203,DOLG5-7,171,Dolgoe,55.23,28.18,173,BLR,Belarus,,2,Y,,
207,DUNUM,175,Dunum (Hilliges Moor),53.58,7.63,5,DEU,Germany,Thomas,1,Y,,
208,DURRENEC,176,D_è_rrenecksee-Moor,47.17,13.87,1700,AUT,Austria,Walter,2,N,0,780
209,DVURANSO,177,Dvur Ansov,48.79,16.39,179,CZE,Czech Republic,Walter/Basil,2,Y,0,270
212,EMBOU,180,Embouchac,43.57,3.92,1,FRA,France,Simon,2,Y,,
213,ENNERIE,181,Ennerie,47.240278,-2,2,FRA,France,Simon,1,Y,,
215,ERMISTU,183,Lake Ermistu,58.37,23.97,17,EST,Estonia,Thomas,2,Y,,
216,ESTACAS,184,Puerto de las Estaces de Trueba,43.12,-3.7,1160,ESP,Spain,Basil,1,Y,,
217,ETANG,185,Le Grand Etang de Suze-La-Rousse,44.35,5.23,92,FRA,France,Simon,1,Y,,
218,EZERIZ,186,Ezerisch,55.85,30,165,BLR,Belarus,,1,Y,,
219,FADA,187,Loch Fada,57.45,-6.2,135,GBR,United Kingdom,Thomas,1,Y,,
221,FARSKE,189,F_è_rshesj_è_n,56.17,15.87,14,SWE,Sweden,Thomas,2,Y,,
223,FJALLS,191,Fjallsj_è_n 1,57.75,12.86,285,SWE,Sweden,Thomas,2,Y,,
224,FJELLNAS,192,Fj_è_llnas,62.55,12.17,780,SWE,Sweden,Thomas,2,Y,,
225,FLAATEVA,193,Flaatevatn,59.7,6.17,570,NOR,Norway,Thomas,2,Y,,
226,FLARKTOT,194,Lake Flarken,58.58,13.67,109,SWE,Sweden,Thomas,2,Y,,
227,FLETNOWO,195,Fletnowo,53.53,18.65,31,POL,Poland,Thomas,2,Y,,
229,FLOGELN5,196,Fl_è_geln,53.67,8.76,2,DEU,Germany,Thomas,2,Y,,470
230,FLOGELN6,196,Fl_è_geln,53.67,8.76,2,DEU,Germany,Thomas,1,Y,,
231,FOFMOBS6,197,Mobeche Forest,48.52,-1,188.5,FRA,France,Simon,1,Y,,
232,FOMALS80,198,Malhaire,48.5,-1,172,FRA,France,Simon,0,Y,,
234,FOUG2,199,Grande Bri_è_re,47.37,-2.25,80,FRA,France,Simon,2,Y,,
236,FOUGS223,200,Foug_è_res,48.52,-0.83,193.75,FRA,France,Simon,1,Y,,
237,FOUGS707,200,Foug_è_res,48.52,-0.83,193.75,FRA,France,Simon,2,Y,,
238,FOUGS942,200,Foug_è_res,48.52,-0.83,193.75,FRA,France,Simon,1,Y,,
239,FOUGS948,200,Foug_è_res,48.52,-0.83,193.75,FRA,France,Simon,1,Y,,
240,FOURNEAU,201,Le Fourneau,48.44,-0.19,296.5,FRA,France,Simon,1,Y,,126
241,FRENGSTA,202,Frengstadsetra,62.57,10.13,790,NOR,Norway,Thomas,2,Y,,
242,FUCHSSCH,203,Fuchsschwanzmoos,47.12,13.9,1680,AUT,Austria,Walter,2,N,0,440
243,G89,204,Giecz,52.32,17.36,100,POL,Poland,Thomas,2,Y,,
244,GALDANA,205,Cala Galdana,39.94,3.97,37.44,ESP,Spain,Basil,1,Y,,
245,GALINI,206,Aghia Galini,35.1,24.68,0,GRC,Greece,Basil,1,Y,,3000
246,GALTSJ,207,Galtsj_è_n,56.22,15.22,32,SWE,Sweden,Thomas,2,Y,,
247,GAR1,208,Mire Garvan,44.12,26.95,20,BGR,Bulgaria,Basil,1,Y,,
249,GHAB-1,210,Ghab,35.68,36.3,160.05,SYR,Syrian Arab Republic,,1,Y,,
251,GHAB-3,210,Ghab,35.68,36.3,160.05,SYR,Syrian Arab Republic,,1,Y,,
253,GHOBHAIN,212,Lochan coir a' Ghobhainn,57.18,-6.3,82,GBR,United Kingdom,Thomas,2,Y,,
255,GIANNITB,214,Giannitsa B,40.67,22.32,20,GRC,Greece,Basil,1,Y,,
257,GLUBELKA,216,Lake Glubelka,54.95,26.42,166,BLR,Belarus,,1,Y,,
258,GLUBOKOE,217,Glubokoe,61.07,36.05,50,RUS,Russia,Thomas,1,Y,,560
260,GOLHISH,219,G_è_lhisar G_è_l_è_,37.13,29.6,963.05,TUR,Turkey,Basil,1,Y,,
262,GOTNAVOL,221,Gotnavolok,62.2,33.8,110,RUS,Russia,Thomas,1,Y,,1035
264,GRETSKOE,223,Gretskoe,55.63,27.77,134,BLR,Belarus,,2,Y,,
266,HAKULLA5,225,H_è_kulls Mosse,56.28,12.52,125,SWE,Sweden,Thomas,1,N,,
267,HALOS,226,Halos I,39.17,22.83,0,GRC,Greece,Basil,2,Y,,1070
268,HALSEG,227,H_è_lsegyl,56.55,14.61,142,SWE,Sweden,Thomas,1,Y,,
269,HALSJON,228,Halsj_è_n II,56.23,15.32,30,SWE,Sweden,Thomas,2,N,,
271,HAWKS-3,229,Hawks Tor,50.53,-4.6,229,GBR,United Kingdom,Thomas,2,Y,,
273,HENSP,230,Lough Henney,54.43,-5.9,25,GBR,United Kingdom,Thomas,1,Y,,
275,HIRVILAM,232,Hirvilampi,60.63,24.25,114,FIN,Finland,Thomas,2,Y,,
278,HOCKHAM,234,Hockham Mere,52.5,0.83,33,GBR,United Kingdom,Thomas,1,Y,,
284,HTIMONER,240,Hort Timoner,39.88,4.13,40,ESP,Spain,Basil,1,Y,,
286,HULEH,242,Huleh,33.13,35.32,566,ISR,Israel,,1,Y,,
287,IFBOGT,243,Ivano-Frankovskoye,49.92,23.77,300,UKR,Ukraine,Thomas,1,N,,
289,ILMEN,245,Ilmen Lake,58.3,31.23,18,RUS,Russia,Thomas,1,Y,,
290,IMATU,246,Imatu Mire,59.13,27.43,45,EST,Estonia,Thomas,2,Y,,
294,IOAN249,249,Ioannina,39.65,20.92,470,GRC,Greece,Basil,1,Y,,
295,IOAN-II,250,Ioannina II,39.69,20.84,470,GRC,Greece,Basil,1,N,,460
296,IOANNINA,251,Ioannina I,39.76,20.73,470,GRC,Greece,Basil,1,Y,,
297,ISOKARR,252,Isok_è_rret,60.22,22.13,16,FIN,Finland,Thomas,1,Y,,
298,IVAN4,23,Ivanovskoye Peat Bog,56.82,38.77,141,RUS,Russia,Thomas,1,Y,,
299,IVAN5,23,Ivanovskoye Peat Bog,56.82,38.77,141,RUS,Russia,Thomas,2,Y,,
300,JAN,253,Liptovsky Jan,49.04,19.68,660,SVK,Slovakia,Thomas,2,Y,,
301,JANCONT,253,Liptovsky Jan,49.04,19.68,660,SVK,Slovakia,Thomas,2,Y,,
302,JASIEL81,254,Jasiel,49.37,21.89,680,POL,Poland,Thomas,2,Y,,
305,JC-3-A,257,Cervene blato,48.85,14.93,470,CZE,Czech Republic,Walter/Basil,1,Y,0,400
309,JC-5-D,258,Borkovicka blata,49.22,14.9,415,CZE,Czech Republic,Walter/Basil,1,Y,0,175
310,JC-6-A,259,Branna,48.95,14.93,450,CZE,Czech Republic,Walter/Basil,1,N,,
311,JC-6-B,260,Barbora,48.94,14.93,460,CZE,Czech Republic,Walter/Basil,1,N,0,840
315,KAAKOTIN,264,Kaarkotinlampi,61.42,25.87,104,FIN,Finland,Thomas,2,Y,,
316,KAARTLAM,265,Kaartlamminsuo,60.73,24.22,115,FIN,Finland,Thomas,2,Y,,
317,KALVEN,266,Kalven,56.53,14.56,163,SWE,Sweden,Thomas,1,Y,,
318,KANGERJ,267,Kangerjoki,66.12,29,288,FIN,Finland,Thomas,2,Y,,
319,KARAMIK,268,Kararmik Batakligi,38.43,30.8,1000,TUR,Turkey,Basil,1,Y,,
320,KARASEOZ,269,Karasieozerskoe,56.77,60.75,230,RUS,Russia,Thomas,2,Y,,
321,KARU,270,Lake Karujarv,58.38,22.2,32,EST,Estonia,Thomas,2,Y,,
323,KASSJON,272,Kassj_è_n,63.92,20.02,84,SWE,Sweden,Thomas,1,Y,,
324,KASTORIA,273,Kastoria,40.55,21.32,650,GRC,Greece,Basil,1,Y,,
326,KCHOD,275,Khodzal,42.95,41.91,2030,GEO,Georgia,Basil,1,Y,,
327,KEPSKOE,276,Kepskoe,65.08,32.17,124,RUS,Russia,Thomas,1,Y,,
329,KHIMADIT,278,Khimaditis Ib,40.62,21.58,560,GRC,Greece,Basil,1,Y,,
330,KHIMAIII,279,Khimaditis III,40.61,21.59,560,GRC,Greece,Basil,1,Y,,
332,KINGS,281,King's Pool,52.81,-2.11,70,GBR,United Kingdom,Thomas,2,Y,,1545
333,KIRKKOSA,282,Kirkkosaari,60.87,24.5,84,FIN,Finland,Thomas,2,Y,,
334,KITTILA,283,Kittil_è_,65.03,24.68,8,FIN,Finland,Thomas,1,Y,,
336,KLUK74,285,Kluki,54.71,17.28,1,POL,Poland,Thomas,2,Y,,
337,KOLDYCHE,286,Koldychevo,53.27,26.07,185,BLR,Belarus,,1,Y,,
338,KOLMILAT,287,Lake Kolmilatr_è_sk,60.28,20.15,12,FIN,Finland,Thomas,2,Y,,
342,KOPPALO,289,Koppalosuo,62.28,33.65,117,RUS,Russia,Thomas,1,Y,,150
343,KOYCEGIZ,290,K_è_ycegiz G_è_l_è_,36.88,28.64,20,TUR,Turkey,Basil,1,Y,,
344,KRAGJR,291,Krageholmssj_è_n,55.5,13.73,43,SWE,Sweden,Thomas,2,Y,,
345,KROGLO1,292,Krugloye,66.37,37.58,140,RUS,Russia,Thomas,2,Y,,
346,KROKSJON,293,Kroksj_è_n,56.27,15.02,46,SWE,Sweden,Thomas,2,N,,
348,KUBEN,295,Kubenskoe Lake,59.7,39.5,110,RUS,Russia,Thomas,2,N,,
350,KUIVAJAR,297,Kuivajarvi,60.78,23.83,97,FIN,Finland,Thomas,1,Y,,
351,KUNYOK,298,Kunyok,67.833333,33.666667,220,RUS,Russia,Thomas,2,Y,,
352,KUPENA,299,Kupena,41.98,24.33,1300,BGR,Bulgaria,Basil,1,Y,,
353,KUPENA1,299,Kupena,41.98,24.33,1300,BGR,Bulgaria,Basil,1,Y,,
355,LACKAN1,301,Lackan Bog,54.27,-6.08,75,GBR,United Kingdom,Thomas,2,Y,,
356,LACKAN2,301,Lackan Bog,54.27,-6.08,75,GBR,United Kingdom,Thomas,2,Y,,250
358,LAD1097,303,Ladoga Lake,61.56,31.34,5,RUS,Russia,Thomas,2,Y,,
359,LAGODEH,304,Lagodekhi,41.93,46.42,2750,GEO,Georgia,Basil,1,Y,,
363,LALAX,308,Lalaxk_è_rret,60.15,21.87,20,FIN,Finland,Thomas,2,Y,,
364,LANDR,309,Landruchie Mire,61,39,120,RUS,Russia,Thomas,1,N,,
365,LANDSH,310,Landshaftnoe,64.57,30.53,207,RUS,Russia,Thomas,1,Y,,
366,LAROYA,311,Laguna de la Roya,42.22,-6.77,1608,ESP,Spain,Basil,1,Y,,
367,LAUT375,312,Etang du Lautrey,46.59,5.86,788,FRA,France,Simon,1,Y,,
