E.,Sigle,Site.,SiteName,LatDD,LonDD,Elevation,PolDiv1,Name,Responsible,Age model,Use,Upper depth,Lower depth
368,LAUZE775,313,Col des Lauzes,45.77,6.53,1784,FRA,France,Simon,1,Y,,
369,LAVAU,314,Lavau,47.31,-1.97,1,FRA,France,Simon,1,Y,,
370,LAVIE,315,La Vie,48.55,-0.26,237.2,FRA,France,Simon,2,Y,22.5,100
371,LBA,316,Lade Bank,53.08,0.05,-2,GBR,United Kingdom,Thomas,2,Y,,
372,LDPEAT,174,Loch Dungeon,55.12,-4.32,396,GBR,United Kingdom,Thomas,1,Y,,140
374,LEDN86,318,Lake Lednica,52.56,17.39,109,POL,Poland,Thomas,2,Y,,
375,LEDN86V,318,Lake Lednica,52.56,17.39,109,POL,Poland,Thomas,2,Y,,
376,LEIK1,319,Leikishke Bog,54.53,23.53,120,LTU,Lithuania,Thomas,1,N,,
377,LEIK2,319,Leikishke Bog,54.53,23.53,120,LTU,Lithuania,Thomas,2,Y,,720
379,LEMPS83,320,Le Grand Lemps,45.47,5.42,500,FRA,France,Simon,1,Y,,
381,LEMPS86,320,Le Grand Lemps,45.47,5.42,500,FRA,France,Simon,2,Y,,
382,LGLOPPSJ,321,Lilla Gloppsj_è_n,59.8,14.63,198,SWE,Sweden,Thomas,2,Y,,
385,LIIVJARV,323,Liivjarve Bog,59.22,27.58,46,EST,Estonia,Thomas,2,Y,,
387,LILLSJON,325,Lillsj_è_n,57.08,12.53,80,SWE,Sweden,Thomas,2,Y,,
388,LIMANT,326,The Bog Liman,49.73,37.67,150,UKR,Ukraine,Thomas,2,Y,,
389,LJUNGSJ,327,Ljungsj_è_n,57.73,13.33,300,SWE,Sweden,Thomas,1,Y,,
390,LLANILID,328,Llanilid,51.52,-3.45,60,GBR,United Kingdom,Thomas,2,Y,,
391,LLDR1,329,Loch Lomond Ross Dubh,56.09,-4.58,8,GBR,United Kingdom,Thomas,2,Y,,
393,LLONG1,331,Lac Long Inf_è_rieur,44.06,7.45,2093,FRA,France,Simon,2,Y,,
394,LOBHOLO,332,Lobsigensee,47.03,7.3,514,CHE,Switzerland,Walter,2,Y,85,900
395,LOCHINSK,333,Lochinskoe,53.55,28.6,164,BLR,Belarus,,1,Y,,900
396,LOCMAR,334,Locmariaquer,47.55,-2.93,2,FRA,France,Simon,1,Y,,
397,LOGNE,335,Logne,47.33,-1.5,9.25,FRA,France,Simon,1,Y,,
399,LOM2-78,337,Lomzyca 2,53.16,22.05,108,POL,Poland,Thomas,1,N,,
400,LONSP,338,Long Lough,54.42,-5.87,25,GBR,United Kingdom,Thomas,1,Y,,
402,LORAS84,340,Loras,45.66,5.24,410,FRA,France,Simon,1,Y,,
403,LOUCKY,341,Loucky,49.33,15.5,560,CZE,Czech Republic,Walter/Basil,1,Y,0,210
404,LUGAN,342,Luganskoe,43.73,40.69,2428,RUS,Russia,Thomas,2,Y,,
405,LUNDIN,343,Lundin Tower,56.22,-2.97,28,GBR,United Kingdom,Thomas,1,Y,,
406,LUTIN,344,Lutini_è_re,46.44,-0.86,4,FRA,France,Simon,1,Y,,
407,LUXBEAUF,345,Beaufort Birkenbach,49.85,6.13,360,LUX,Luxembourg,Thomas,1,Y,,
408,LUXBERDO,346,Berdorf Aesbaach,49.83,6.44,190,LUX,Luxembourg,Thomas,1,N,,
409,LUXBREID,347,Breidfeld,50.12,6.06,440,LUX,Luxembourg,Thomas,1,Y,,
420,MAANSEL,351,Maansel_è_nsuo,65.62,29.6,248,FIN,Finland,Thomas,2,Y,,
421,MAARDUI,352,Lake Maardu,59.43,25,32,EST,Estonia,Thomas,2,Y,,
422,MAARDUII,352,Lake Maardu,59.43,25,32,EST,Estonia,Thomas,1,N,,
425,MAKSIMKI,355,Maksimkin Yar,58.33,88.17,150,RUS,Russia,Thomas,1,Y,,
427,MALESH,357,Maleshevska Mountains Peat Bog,41.7,23.03,1720,BGR,Bulgaria,Basil,1,Y,,
428,MALOE,358,Maloe,54.18,28.2,164,BLR,Belarus,,1,Y,,480
429,MARCH,359,Hobbs Lot March,52.58,0.08,1,GBR,United Kingdom,Thomas,2,Y,,
430,MAREE,360,Loch Maree,57.08,-5.48,60,GBR,United Kingdom,Thomas,2,Y,85,
434,MARTIGAN,363,Lago di Martignano,42.12,12.33,249.15,ITA,Italy,Walter,2,Y,0,667
435,MASEHJ,364,Masehjavri,69.05,20.98,685,FIN,Finland,Thomas,1,N,,
436,MAT-1,365,Vitosha Mountains Peat Bog,42.83,23.83,2000,BGR,Bulgaria,Basil,1,Y,,
437,MAYRA,366,Mayralampi,62.33,26.23,118,FIN,Finland,Thomas,1,N,,
441,MEZHGOR,370,Mezhgornoe,66.37,30.7,190,RUS,Russia,Thomas,1,Y,,
443,MINITUM,372,Minitumba,63.5,33.02,150,RUS,Russia,Thomas,1,N,,
447,MLOUKY,376,Mokre louky (South),48.83,14.83,425,CZE,Czech Republic,Walter/Basil,2,Y,0,370
449,MOERBEKE,378,Moerbeke,51.17,4.95,4,BEL,Belgium,Thomas,2,Y,,
450,MOERZEKE,379,Moerzeke,51.05,4.18,1,BEL,Belgium,Thomas,1,Y,,
453,MONT82,382,Lago Grande di Monticchio,40.94,15.6,1326,ITA,Italy,Walter,1,Y,0,750
456,MORRONE,383,Morrone Birkwoods,57,-3.43,425,GBR,United Kingdom,Thomas,1,Y,,150
457,MOSFELL,384,Mosfell,64.13,-20.61,80,ISL,Iceland,Thomas?,1,Y,,100
459,MOSSEN,386,Mossen,60.12,21.6,17,FIN,Finland,Thomas,2,Y,,
461,MOUTON2,388,Lac Mouton,44.06,7.44,2175,FRA,France,Simon,2,Y,,
462,MUKKAV,389,Mukkavaara,68.92,21,535,FIN,Finland,Thomas,2,Y,,
463,MULLSJ,390,Mullsj_è_n,58.28,14.23,133,SWE,Sweden,Thomas,2,Y,,
464,MUSTUSUO,391,Mustusuo,61.81,33.5,101,RUS,Russia,Thomas,1,Y,,
465,MUTORO1,392,Mutorog Peat Bog,43.52,23.62,1700,BGR,Bulgaria,Basil,1,Y,,
466,NAKLO,393,Naklo,53.15,17.6,61,POL,Poland,Thomas,1,N,,
467,NAROCH,394,Naroch,54.82,26.75,165,BLR,Belarus,,1,Y,,420
468,NASLAT,395,Slieve Naslat,54.35,-5.98,300,GBR,United Kingdom,Thomas,2,Y,,
469,NAVA1,396,Navarr_è_s,39.1,-0.68,225,ESP,Spain,Basil,1,Y,,
470,NAVA2,396,Navarr_è_s,39.1,-0.68,225,ESP,Spain,Basil,1,Y,,
471,NAVARRE3,396,Navarr_è_s,39.1,-0.68,225,ESP,Spain,Basil,1,Y,,
474,NEMINO,399,Nemino,62.75,34.58,45,RUS,Russia,Thomas,2,Y,,200
475,NENAZV,400,Nenazvannoe,61.81,33.48,100,RUS,Russia,Thomas,1,Y,,
477,NERO274,401,Lake Nero,57.18,39.45,95,RUS,Russia,Thomas,1,Y,,2000
478,NERO276,401,Lake Nero,57.18,39.45,95,RUS,Russia,Thomas,1,N,,
479,NERO2P,401,Lake Nero,57.18,39.45,95,RUS,Russia,Thomas,2,Y,,
480,NERO489,401,Lake Nero,57.18,39.45,95,RUS,Russia,Thomas,1,N,,
481,NIE1BIS,402,Niechorze,54,15.05,5,POL,Poland,Thomas,1,Y,,
482,NIGULA,403,Nigula,58,24.67,55,EST,Estonia,Thomas,1,N,,
483,NMADBER,404,Nedre Madbergag_è_len,58.6,12.17,138,SWE,Sweden,Thomas,2,Y,,
486,NOSUO,407,Nosuo,64.57,30.83,163,RUS,Russia,Thomas,1,Y,,
488,NOVOLSK,409,Novolsky,56.77,26.18,168,BLR,Belarus,,2,Y,,
490,NULSAVEI,411,Nulsaveito,67.53,70.17,57,RUS,Russia,Thomas,1,Y,,
491,NUOCHAGA,412,Lake Nuochaga,61.3,129.55,260,RUS,Russia,Thomas,1,Y,,
493,OLBRAM,414,Olbramovice,48.99,16.4,205,CZE,Czech Republic,Walter/Basil,2,Y,0,295
494,OLTUSH,415,Oltush Lake,51.7,23.96,158,BLR,Belarus,,2,Y,,
495,ONEGO6,416,Onego Lake,61.72,34.92,33,RUS,Russia,Thomas,1,Y,,450
496,ONEGO8,416,Onego Lake,61.72,34.92,33,RUS,Russia,Thomas,1,Y,,330
497,OSPITALE,417,Ospitale,44.16,10.78,1225,ITA,Italy,Walter,2,Y,120,777
499,OSVEA,419,Osvea,56.05,28.08,132,BLR,Belarus,,1,Y,,
500,OVAGOLU,420,Ova G_è_l_è_,36.27,29.3,20,TUR,Turkey,Basil,1,Y,,
502,OVRAZHNO,422,Ovrazhnoe,56.25,85.17,110,RUS,Russia,Thomas,1,Y,,
503,PADUGU,423,Pas du Gu,47.24,-2.15,3,FRA,France,Simon,1,Y,,
504,PADULE,424,Lago Padule,44.3,10.21,1187,ITA,Italy,Walter,2,Y,311,1245
505,PAIDRE,425,P_è_idre,58.27,25.63,506,EST,Estonia,Thomas,2,Y,,
506,PAILL3,426,Puy de Pailleret,45.52,2.82,1590,FRA,France,Simon,1,Y,,
510,PALASINY,428,Palasiny,49.69,15.48,520,CZE,Czech Republic,Walter/Basil,1,Y,,
511,PAMERK,429,Pamerkiai Outcrop,54.31,24.74,1225,LTU,Lithuania,Thomas,1,N,,
512,PECHT,430,Pecheniya,49.67,23.93,225,UKR,Ukraine,Thomas,1,N,,
513,PELL79C2,431,Pell_è_autier,44.52,6.18,975,FRA,France,Simon,1,Y,,
515,PESCH1,433,Peschanoe,51.98,25.48,139,BLR,Belarus,,2,N,,
517,PESCHAN2,433,Peschanoe,51.98,25.48,139,BLR,Belarus,,2,N,,
519,PETRILOV,436,Mire Petrolivo,56,31.98,175,RUS,Russia,Thomas,1,Y,,
520,PETROP,437,Petropavlovka,58.33,82.5,100,RUS,Russia,Thomas,1,Y,,
521,PEYRE04,438,Peyrelevade,45.71,2.38,780,FRA,France,Simon,1,Y,,
523,PICKLET,440,Pickletillem,56.4,-2.9,21,GBR,United Kingdom,Thomas,2,Y,,
524,PLACECOM,441,Place du Commerce,47.21,-1.56,7,FRA,France,Simon,1,Y,,
527,POPOVO,444,Popovo Ezero,41.72,23.67,2185,BGR,Bulgaria,Basil,1,Y,,
528,POPOVT,445,Popovschina,50.42,34,135,UKR,Ukraine,Thomas,1,Y,,
530,POV2,447,Lake Varna (Beloslav-Poveljanovo),43.2,27.83,0,BGR,Bulgaria,Basil,1,Y,,
532,PTICHJE,449,Ptichje,66.35,30.57,120,RUS,Russia,Thomas,1,Y,,
533,PUNOZER,450,Punozerka,62.82,33.58,157,RUS,Russia,Thomas,1,Y,,830
534,PUNSO,451,Punso,57.683333,27.25,183,EST,Estonia,Thomas,2,Y,,
535,PUOLANKA,452,Vasikkasuo,64.67,27.87,270,FIN,Finland,Thomas,1,Y,,
536,PUREK_N,453,Puscizna Rekowianska,49.48,19.82,656,POL,Poland,Thomas,2,Y,,
537,QUARTZ,454,Quartzevoe,43.67,41.17,2726,RUS,Russia,Thomas,1,Y,,30
539,QUINTA02,455,Quintanar de la Sierra,42.03,-3.02,1470,ESP,Spain,Basil,2,Y,,
540,RAIGASTV,456,Raigastvere Lake,58.6,26.67,52,EST,Estonia,Thomas,1,Y,,
541,RANTOT,457,Ran Viken,56.28,14.3,813,SWE,Sweden,Thomas,2,Y,,
542,RASNA,458,Rasna,49.23,15.37,680,CZE,Czech Republic,Walter/Basil,2,Y,0,430
543,RATTUV,459,Rattuvarri,69.35,20.32,100,NOR,Norway,Thomas,2,Y,,
544,RATZ81,460,Saint Julien de Ratz,45.35,5.62,650,FRA,France,Simon,1,Y,,
547,REDMERE,462,Redmere,52.43,0.43,0,GBR,United Kingdom,Thomas,1,Y,,
548,REGET,463,Regetovka,49.43,21.28,515,SVK,Slovakia,Thomas,2,Y,,
549,REZABIN,464,Rezabinec,49.25,14.12,369,CZE,Czech Republic,Walter/Basil,2,Y,0,165
551,RIBNOE,466,Ribnoe,43.71,41.21,2115,RUS,Russia,Thomas,1,Y,,
553,RL240,468,Rotsee,47.08,8.33,419,CHE,Switzerland,Walter,2,Y,,
554,RL250,468,Rotsee,47.08,8.33,419,CHE,Switzerland,Walter,2,Y,0,780
555,ROAG,469,Little Loch Roag,58.13,-6.88,27,GBR,United Kingdom,Thomas,2,Y,,
556,ROQUETAS,470,Roquetas de Mar,36.79,-2.59,0,ESP,Spain,Basil,1,Y,,
557,ROSLE_N,471,Rosle Nowe,52.13,18.92,110,POL,Poland,Thomas,1,N,,
558,ROZ14A_N,472,Roztoki,49.72,21.58,230,POL,Poland,Thomas,2,Y,,
559,ROZ1B_N,472,Roztoki,49.72,21.58,230,POL,Poland,Thomas,1,Y,,
560,RUDU2,473,Rudushskoe Lake,56.5,27.55,150,LVA,Latvia,Thomas,1,Y,,
561,RUGOZERO,474,Rugozero,64.08,32.63,140,RUS,Russia,Thomas,1,Y,,
562,RUKATUN,475,Rukatunturi,66.17,29.15,462,FIN,Finland,Thomas,1,Y,,
563,RYONANSU,476,Ry_è_n_è_nsuo,60.43,24.17,70,FIN,Finland,Thomas,1,Y,,
566,S3PLESHV,479,Plesheevo Lake,56.75,38.5,148,RUS,Russia,Thomas,1,N,240,830
567,S84,480,Lake Skrzetuszewskie,52.55,17.36,109,POL,Poland,Thomas,2,Y,,
568,S87,480,Lake Skrzetuszewskie,52.55,17.36,109,POL,Poland,Thomas,2,Y,,
569,SABBION1,481,Sabbion,44.13,7.47,2216,FRA,France,Simon,1,Y,,
571,SAKSUNAR,483,Saksunarvatn,62.25,-7.18,23,FRO,Faroe Islands,,2,Y,,
572,SALDROPO,484,Saldropo,43.05,-2.72,625,ESP,Spain,Basil,1,Y,,
573,SAMBOTOT,485,Lake Samb_è_sj_è_n,57.13,12.42,35,SWE,Sweden,Thomas,2,Y,,
574,SANRAFA,486,San Rafael,36.773611,-2.601389,0,ESP,Spain,Basil,1,Y,,
575,SARKIKAN,487,S_è_rkikangas,65.92,29.2,265,FIN,Finland,Thomas,2,Y,,
578,SERNA,489,Serni,43.67,40.48,2485,RUS,Russia,Thomas,1,Y,,
579,SERRENT1,490,Serrent,47.81,-2.47,75,FRA,France,Simon,1,Y,,
580,SERRENT2,490,Serrent,47.81,-2.47,75,FRA,France,Simon,1,Y,,
582,SHABLA,492,Lake Shabla-Ezeretz,43.58,28.55,1,BGR,Bulgaria,Basil,1,Y,,
583,SHEPET1,493,Shepeta Bog,55.78,25.17,110,LTU,Lithuania,Thomas,1,Y,,
584,SHOMBA,494,Shombashuo,65.12,32.63,100,RUS,Russia,Thomas,1,Y,,
586,SIBISTA,496,Sibista,43.23,41.43,2160,GEO,Georgia,Basil,1,Y,,
589,SIIKASUO,499,Siikasuo,61.3,22.07,35,FIN,Finland,Thomas,2,Y,5,
590,SIONASCA,500,Loch Sionascaig,58.06,-5.18,74,GBR,United Kingdom,Thomas,2,Y,,560
591,SIPOLA,501,Sipola,65.05,24.79,7,FIN,Finland,Thomas,1,Y,,
592,SIXTE79,502,Saint Sixte,45.43,5.63,650,FRA,France,Simon,1,Y,,200
593,SIXTE85,502,Saint Sixte,45.43,5.63,650,FRA,France,Simon,2,Y,,
594,SJSL972,503,Lac Saint L_è_ger,44.42,6.34,1308,FRA,France,Simon,1,Y,,
596,SJSLS,503,Lac Saint L_è_ger,44.42,6.34,1308,FRA,France,Simon,2,Y,,
597,SK-5-A,504,Hozelec,49.05,18.3,685,SVK,Slovakia,Thomas,2,Y,,
600,SKVARRAN,506,Skvarran,57.2,16.15,86,SWE,Sweden,Thomas,2,Y,,920
603,SLOP1_N,509,Slopiec,50.78,20.78,248,POL,Poland,Thomas,1,N,,
604,SLOP2_N,509,Slopiec,50.78,20.78,248,POL,Poland,Thomas,2,Y,,
605,SLUGGAN,510,Sluggan Moss,54.93,-6.3,52,IRL,Ireland,Thomas,2,Y,,
606,SML,511,Moselotte,48.031944,7,1290,FRA,France,Simon,2,Y,,
608,SNELLEG,513,Snellegem,51.19,3.28,12,BEL,Belgium,Thomas,2,Y,,
609,SO4,514,Marais de la Perge,45.4,-1.01,2,FRA,France,Simon,1,Y,,
610,SO6,515,Le Marais de la Perge (South),45.38,-1.12,2,FRA,France,Simon,1,Y,,
611,SOGUT,516,S_è_g_è_t G_è_l_è_,37,29.9,1400,TUR,Turkey,Basil,1,Y,,335
612,SOLNECH,517,Solnechnoe,65.83,34.33,10,RUS,Russia,Thomas,2,Y,50,
613,SOLOKT,518,Solokiya,50.42,24.17,190,UKR,Ukraine,Thomas,2,Y,,
614,SOLSOE81,519,Lake Solso,56.13,8.63,41,DNK,Denmark,Thomas,1,Y,,
615,SOLSOE83,519,Lake Solso,56.13,8.63,41,DNK,Denmark,Thomas,1,Y,,
616,SONBOU,520,Son Bou,39.92,4.03,12,ESP,Spain,Basil,1,Y,,
617,SOSVIATS,521,Mire Sosvyatskoe,56.2,32,175,RUS,Russia,Thomas,1,Y,,
618,SPAJALLS,522,Spj_è_llsj_è_n,56.69,14.59,146,SWE,Sweden,Thomas,2,Y,,
619,SPEZET,523,Menez-Cam,48.25,-3.5,142.25,FRA,France,Simon,1,Y,,
621,SPITS,525,Semmeldalen,76.67,15.33,25,NOR,Norway,Thomas,1,Y,,
622,SRE4,526,Lake Srebarna,44.08,27.12,20,BGR,Bulgaria,Basil,1,Y,,
625,STEKLIN,528,Steklin,52.93,18.98,73,POL,Poland,Thomas,2,Y,,
628,STSAU,531,Saint Sauveur,43.57,3.92,1,FRA,France,Simon,1,Y,,
629,STTHOMAS,532,Saint-Thomas,47.27,-1.75,1,FRA,France,Simon,1,Y,,
630,STUPINO,533,Stupino,52.25,39.83,95,RUS,Russia,Thomas,2,Y,,
631,STVIAUD,534,Saint Viaud Contin,47.27,-2.02,2,FRA,France,Simon,1,Y,,
632,SUCHED93,535,Suchedniow,51.05,20.85,255,POL,Poland,Thomas,1,N,,
633,SUDOB_2,536,Sudoble Lake,54.03,28.1,165,BLR,Belarus,,1,N,,
634,SUDOBLE,536,Sudoble Lake,54.03,28.1,165,BLR,Belarus,,2,Y,,
635,SUH2,537,Dry Lake II,42.05,23.53,1900,BGR,Bulgaria,Basil,1,Y,,
636,SUOVAL,538,Suovalampi,69.58,28.83,104,FIN,Finland,Thomas,2,Y,,
637,SVATOBOR,539,Svatoborice-Mistrin,48.833333,17.166667,175,CZE,Czech Republic,Walter,2,Y,,
638,SVENC,540,Svencele Bog,55.5,21.29,7,LTU,Lithuania,Thomas,2,Y,,
639,SVITJAS,541,Svitjaz,53.43,25.92,242,BLR,Belarus,,2,Y,,
640,SYRJALAN,542,Syrj_è_l_è_nsuo,61.22,28.12,83,FIN,Finland,Thomas,2,Y,,
641,SZYM_N,543,Szymbark,49.63,21.1,465,POL,Poland,Thomas,2,Y,,
643,TAR1_N,545,Tarnawa Wyzna,49.1,22.83,670,POL,Poland,Thomas,1,Y,,650
644,TAR2_N,545,Tarnawa Wyzna,49.1,22.83,670,POL,Poland,Thomas,1,Y,,
646,TARFFPG,546,Loch Tarff,57.15,-4.6,291,GBR,United Kingdom,Thomas,1,Y,,
647,TARW_N,547,Tarnowiec,49.7,21.62,220,POL,Poland,Thomas,2,Y,,220
650,TENAGI1,550,Tenaghi Philippon,40.98,24.78,10,GRC,Greece,Basil,1,Y,,
651,TG8,551,Delta del Rio Besos,41.38,2.25,0,ESP,Spain,Basil,1,Y,,
652,THORPE,552,Thorpe Bulmer,54.72,-1.3,100,GBR,United Kingdom,Thomas,1,Y,,
653,TM1,553,Tschokljovo Marsh,42.37,22.83,870,BGR,Bulgaria,Basil,1,Y,,
654,TO-25,554,Lake Balaton (Southwest),46.82,17.74,104,HUN,Hungary,Walter/Basil,1,Y,,
655,TO-30,555,Lake Balaton (Centre),46.74,17.4,104,HUN,Hungary,Walter/Basil,1,N,,
656,TO-9,556,Lake Balaton (Northeast),47,18.1,104,HUN,Hungary,Walter/Basil,1,Y,,
657,TOMTABAC,557,_è_kerhultag_è_l [Tomtabaken],57.48,14.47,303,SWE,Sweden,Thomas,2,Y,,
658,TONDII,558,Tondi,59.47,24.92,40,EST,Estonia,Thomas,1,Y,,
659,TOPPELA,559,Toppeladug_è_rd,55.6,13.37,35,SWE,Sweden,Thomas,1,Y,,
660,TORNOS01,560,Puerto de Los Tornos,43.15,-3.43,920,ESP,Spain,Basil,1,Y,,
662,TROLLVAT,562,Trollvatnet,69.88,23.47,188,NOR,Norway,Thomas,2,Y,,
663,TRUMER,563,Trumer Moos,47.93,13.07,500,AUT,Austria,Walter,2,Y,0,620
664,TRUMMTOT,564,Lake Trummen,56.87,14.83,161,SWE,Sweden,Thomas,2,Y,,
665,TUIU,565,Mire Johvika,58.5,22.33,32,EST,Estonia,Thomas,1,Y,,
666,TULLERIN,566,Tullerinsuo,61.33,21.95,29,FIN,Finland,Thomas,1,Y,,
668,TYTUV,568,Tytuvenu Tyrelis,55.58,23.3,125,LTU,Lithuania,Thomas,2,Y,,
669,UBERLING,569,Grosses _è_berling Schattseit-Moor,47.17,13.9,1750,AUT,Austria,Walter,2,N,0,840
670,UITBERG,570,Uitbergen,51.02,3.94,4,BEL,Belgium,Thomas,1,Y,,
672,URMIA20,571,Lake Urmia,37.58,45.47,1300,IRN,Iran Islamic Republic of,,1,Y,,
673,USTMASH,572,Ust'Mashevskoe,56.32,57.88,220,RUS,Russia,Thomas,2,Y,,
675,VALPROV2,133,Vallon de Provence,44.39,6.4,2075,FRA,France,Simon,1,Y,,
677,VAN,575,Lake Van,38.5,43,1645,TUR,Turkey,Basil,2,Y,,
678,VASIKKAS,452,Vasikkasuo,64.67,27.87,270,FIN,Finland,Thomas,1,Y,,
680,VEGORIT,577,Vegoritis 8,40.75,21.75,570,GRC,Greece,Basil,2,Y,,
684,VERNER,579,Vernerovice,50.1,16.25,450,CZE,Czech Republic,Walter/Basil,2,Y,0,173
685,VINGOL,580,Ving_è_len,57.13,15.95,104,SWE,Sweden,Thomas,2,Y,,
686,VISHN,581,Vishnevskoe Lake,60.5,29.52,15,RUS,Russia,Thomas,1,Y,,
690,VOHMA,585,V_è_hma Mire,59.05,27.33,46,EST,Estonia,Thomas,2,Y,,
691,VOISE,586,Vall_è_e de la Voise,48.42,1.75,148.7,FRA,France,Simon,1,Y,,
696,WELNEY,591,Welney Washes,52.52,0.25,2,GBR,United Kingdom,Thomas,2,Y,,
697,WEST,592,Mire Pelisoo,58.47,22.38,33,EST,Estonia,Thomas,2,Y,,
698,WIGGENHA,593,Wiggenhall St. Germans,52.68,0.33,1,GBR,United Kingdom,Thomas,1,Y,,
699,WILLINGH,594,Willingham Mere,52.33,-0.05,2,GBR,United Kingdom,Thomas,1,Y,,
701,XK120,596,Black Sea (South),42.07,28.49,-94,BGR,Bulgaria,Basil,1,Y,,
702,XK-55,597,Black Sea (Southwest 2),42.07,28.89,0,BGR,Bulgaria,Basil,1,Y,,
705,YLIMYSNE,600,Ylimysneva,62.13,22.87,172,FIN,Finland,Thomas,1,Y,,
706,ZABOIN94,601,Zaboinoe Lake,55.53,62.37,275,RUS,Russia,Thomas,1,Y,,
707,ZALT,602,Zalozhtsy,49.75,25.45,320,UKR,Ukraine,Thomas,2,Y,,
708,ZAPOVED,603,Zapovednoe,65.12,32.63,110,RUS,Russia,Thomas,1,Y,,580
